instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand_cluster,7_day_MA,30_day_MA
154,2011-06-03,Summer,2011,6,0,5,1,Clear/Partly Cloudy,0.62,0.587133,0.354167,0.253121,898,4414,5312,Medium Demand (Typical Day),4554.285714285715,4507.966666666666
155,2011-06-04,Summer,2011,6,0,6,0,Clear/Partly Cloudy,0.635,0.594696,0.45625,0.123142,1869,3473,5342,Medium Demand (Typical Day),4637.714285714285,4538.266666666666
156,2011-06-05,Summer,2011,6,0,0,0,Misty/Cloudy,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,Medium Demand (Typical Day),4654.571428571428,4548.2
157,2011-06-06,Summer,2011,6,0,1,1,Clear/Partly Cloudy,0.678333,0.621858,0.6,0.121896,673,3875,4548,Medium Demand (Typical Day),4718.857142857143,4542.666666666667
158,2011-06-07,Summer,2011,6,0,2,1,Clear/Partly Cloudy,0.7075,0.65595,0.597917,0.187808,763,4070,4833,Medium Demand (Typical Day),4840.428571428572,4559.333333333333
159,2011-06-08,Summer,2011,6,0,3,1,Clear/Partly Cloudy,0.775833,0.727279,0.622083,0.136817,676,3725,4401,Medium Demand (Typical Day),4901.428571428572,4560.633333333333
160,2011-06-09,Summer,2011,6,0,4,1,Misty/Cloudy,0.808333,0.757579,0.568333,0.149883,563,3352,3915,Medium Demand (Typical Day),4751.0,4531.033333333334
161,2011-06-10,Summer,2011,6,0,5,1,Clear/Partly Cloudy,0.755,0.703292,0.605,0.140554,815,3771,4586,Medium Demand (Typical Day),4647.285714285715,4544.5
162,2011-06-11,Summer,2011,6,0,6,0,Clear/Partly Cloudy,0.725,0.678038,0.654583,0.15485,1729,3237,4966,Medium Demand (Typical Day),4593.571428571428,4547.9
163,2011-06-12,Summer,2011,6,0,0,0,Clear/Partly Cloudy,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,Medium Demand (Typical Day),4529.857142857143,4559.733333333334
164,2011-06-13,Summer,2011,6,0,1,1,Clear/Partly Cloudy,0.635,0.601654,0.494583,0.30535,863,4157,5020,Medium Demand (Typical Day),4597.285714285715,4613.433333333333
165,2011-06-14,Summer,2011,6,0,2,1,Clear/Partly Cloudy,0.604167,0.591546,0.507083,0.269283,727,4164,4891,Medium Demand (Typical Day),4605.571428571428,4624.7
166,2011-06-15,Summer,2011,6,0,3,1,Clear/Partly Cloudy,0.626667,0.587754,0.471667,0.167912,769,4411,5180,Medium Demand (Typical Day),4716.857142857143,4665.433333333333
167,2011-06-16,Summer,2011,6,0,4,1,Misty/Cloudy,0.628333,0.595346,0.688333,0.206471,545,3222,3767,Medium Demand (Typical Day),4695.714285714285,4653.566666666667
168,2011-06-17,Summer,2011,6,0,5,1,Clear/Partly Cloudy,0.649167,0.600383,0.735833,0.143029,863,3981,4844,Medium Demand (Typical Day),4732.571428571428,4686.533333333334
169,2011-06-18,Summer,2011,6,0,6,0,Clear/Partly Cloudy,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,Medium Demand (Typical Day),4754.428571428572,4704.666666666667
170,2011-06-19,Summer,2011,6,0,0,0,Misty/Cloudy,0.699167,0.645846,0.666667,0.102,1639,3105,4744,Medium Demand (Typical Day),4795.0,4698.9
171,2011-06-20,Summer,2011,6,0,1,1,Misty/Cloudy,0.635,0.595346,0.74625,0.155475,699,3311,4010,Medium Demand (Typical Day),4650.714285714285,4639.066666666667
172,2011-06-21,Fall,2011,6,0,2,1,Misty/Cloudy,0.680833,0.637646,0.770417,0.171025,774,4061,4835,Medium Demand (Typical Day),4642.714285714285,4644.9
173,2011-06-22,Fall,2011,6,0,3,1,Clear/Partly Cloudy,0.733333,0.693829,0.7075,0.172262,661,3846,4507,Medium Demand (Typical Day),4546.571428571428,4652.666666666667
174,2011-06-23,Fall,2011,6,0,4,1,Misty/Cloudy,0.728333,0.693833,0.703333,0.238804,746,4044,4790,Medium Demand (Typical Day),4692.714285714285,4662.6
175,2011-06-24,Fall,2011,6,0,5,1,Clear/Partly Cloudy,0.724167,0.656583,0.573333,0.222025,969,4022,4991,Medium Demand (Typical Day),4713.714285714285,4663.033333333334
176,2011-06-25,Fall,2011,6,0,6,0,Clear/Partly Cloudy,0.695,0.643313,0.483333,0.209571,1782,3420,5202,Medium Demand (Typical Day),4725.571428571428,4680.533333333334
177,2011-06-26,Fall,2011,6,0,0,0,Clear/Partly Cloudy,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,Medium Demand (Typical Day),4805.714285714285,4701.4
178,2011-06-27,Fall,2011,6,0,1,1,Misty/Cloudy,0.6825,0.637004,0.658333,0.107588,854,3854,4708,Medium Demand (Typical Day),4905.428571428572,4699.733333333334
179,2011-06-28,Fall,2011,6,0,2,1,Clear/Partly Cloudy,0.744167,0.692558,0.634167,0.144283,732,3916,4648,Medium Demand (Typical Day),4878.714285714285,4695.066666666667
180,2011-06-29,Fall,2011,6,0,3,1,Clear/Partly Cloudy,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Medium Demand (Typical Day),4981.285714285715,4732.633333333333
181,2011-06-30,Fall,2011,6,0,4,1,Clear/Partly Cloudy,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Medium Demand (Typical Day),5084.857142857143,4783.733333333334
182,2011-07-01,Fall,2011,7,0,5,1,Clear/Partly Cloudy,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Medium Demand (Typical Day),5137.857142857143,4830.0
183,2011-07-02,Fall,2011,7,0,6,0,Clear/Partly Cloudy,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Medium Demand (Typical Day),5126.0,4835.033333333334
184,2011-07-03,Fall,2011,7,0,0,0,Misty/Cloudy,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Medium Demand (Typical Day),5032.285714285715,4812.933333333333
185,2011-07-04,Fall,2011,7,1,1,0,Misty/Cloudy,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,High Demand (Peak Day),5223.0,4836.3
186,2011-07-05,Fall,2011,7,0,2,1,Clear/Partly Cloudy,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Medium Demand (Typical Day),5225.428571428572,4828.266666666666
187,2011-07-06,Fall,2011,7,0,3,1,Clear/Partly Cloudy,0.72,0.685633,0.743333,0.149883,784,3845,4629,Medium Demand (Typical Day),5140.285714285715,4830.966666666666
188,2011-07-07,Fall,2011,7,0,4,1,Clear/Partly Cloudy,0.75,0.686871,0.65125,0.1592,754,3838,4592,Medium Demand (Typical Day),5008.428571428572,4822.933333333333
189,2011-07-08,Fall,2011,7,0,5,1,Misty/Cloudy,0.709167,0.670483,0.757917,0.225129,692,3348,4040,Medium Demand (Typical Day),4819.571428571428,4810.9
190,2011-07-09,Fall,2011,7,0,6,0,Clear/Partly Cloudy,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,Medium Demand (Typical Day),4850.571428571428,4858.266666666666
191,2011-07-10,Fall,2011,7,0,0,0,Clear/Partly Cloudy,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,Medium Demand (Typical Day),4883.714285714285,4868.1
192,2011-07-11,Fall,2011,7,0,1,1,Clear/Partly Cloudy,0.7625,0.729804,0.635833,0.282337,723,3363,4086,Medium Demand (Typical Day),4604.142857142857,4838.766666666666
193,2011-07-12,Fall,2011,7,0,2,1,Clear/Partly Cloudy,0.794167,0.739275,0.559167,0.200254,662,3596,4258,Medium Demand (Typical Day),4546.0,4832.033333333334
194,2011-07-13,Fall,2011,7,0,3,1,Clear/Partly Cloudy,0.746667,0.689404,0.631667,0.146133,748,3594,4342,Medium Demand (Typical Day),4505.0,4809.433333333333
195,2011-07-14,Fall,2011,7,0,4,1,Clear/Partly Cloudy,0.680833,0.635104,0.47625,0.240667,888,4196,5084,Medium Demand (Typical Day),4575.285714285715,4815.866666666667
196,2011-07-15,Fall,2011,7,0,5,1,Clear/Partly Cloudy,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,Medium Demand (Typical Day),4789.285714285715,4827.8
197,2011-07-16,Fall,2011,7,0,6,0,Clear/Partly Cloudy,0.686667,0.638263,0.585,0.208342,2418,3505,5923,Medium Demand (Typical Day),4873.142857142857,4899.666666666667
198,2011-07-17,Fall,2011,7,0,0,0,Clear/Partly Cloudy,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,Medium Demand (Typical Day),4933.285714285715,4914.933333333333
199,2011-07-18,Fall,2011,7,0,1,1,Clear/Partly Cloudy,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Medium Demand (Typical Day),4986.428571428572,4892.9
200,2011-07-19,Fall,2011,7,0,2,1,Clear/Partly Cloudy,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Medium Demand (Typical Day),5026.857142857143,4886.133333333333
201,2011-07-20,Fall,2011,7,0,3,1,Clear/Partly Cloudy,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Medium Demand (Typical Day),5025.428571428572,4896.866666666667
202,2011-07-21,Fall,2011,7,0,4,1,Misty/Cloudy,0.815,0.826371,0.69125,0.222021,632,3152,3784,Medium Demand (Typical Day),4839.714285714285,4861.833333333333
203,2011-07-22,Fall,2011,7,0,5,1,Clear/Partly Cloudy,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Medium Demand (Typical Day),4532.428571428572,4824.5
204,2011-07-23,Fall,2011,7,0,6,0,Clear/Partly Cloudy,0.849167,0.804287,0.5,0.131221,987,2298,3285,Medium Demand (Typical Day),4155.571428571428,4774.333333333333
205,2011-07-24,Fall,2011,7,0,0,0,Clear/Partly Cloudy,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Medium Demand (Typical Day),3913.285714285714,4728.166666666667
206,2011-07-25,Fall,2011,7,0,1,1,Clear/Partly Cloudy,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Medium Demand (Typical Day),3825.0,4682.766666666666
207,2011-07-26,Fall,2011,7,0,2,1,Clear/Partly Cloudy,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Medium Demand (Typical Day),3832.0,4658.933333333333
208,2011-07-27,Fall,2011,7,0,3,1,Clear/Partly Cloudy,0.775,0.690667,0.402917,0.183463,755,3901,4656,Medium Demand (Typical Day),3878.285714285714,4657.2
209,2011-07-28,Fall,2011,7,0,4,1,Clear/Partly Cloudy,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Medium Demand (Typical Day),3964.8571428571427,4648.6
210,2011-07-29,Fall,2011,7,0,5,1,Clear/Partly Cloudy,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Medium Demand (Typical Day),4030.4285714285716,4602.633333333333
211,2011-07-30,Fall,2011,7,0,6,0,Clear/Partly Cloudy,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Medium Demand (Typical Day),4200.428571428572,4567.966666666666
212,2011-07-31,Fall,2011,7,0,0,0,Clear/Partly Cloudy,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Medium Demand (Typical Day),4299.857142857143,4532.633333333333
213,2011-08-01,Fall,2011,8,0,1,1,Clear/Partly Cloudy,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Medium Demand (Typical Day),4360.714285714285,4504.2
214,2011-08-02,Fall,2011,8,0,2,1,Clear/Partly Cloudy,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Medium Demand (Typical Day),4397.142857142857,4510.733333333334
215,2011-08-03,Fall,2011,8,0,3,1,Misty/Cloudy,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Medium Demand (Typical Day),4242.571428571428,4428.433333333333
216,2011-08-04,Fall,2011,8,0,4,1,Misty/Cloudy,0.71,0.664788,0.7575,0.19715,799,3777,4576,Medium Demand (Typical Day),4269.142857142857,4425.466666666666
217,2011-08-05,Fall,2011,8,0,5,1,Clear/Partly Cloudy,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Medium Demand (Typical Day),4414.857142857143,4433.366666666667
218,2011-08-06,Fall,2011,8,0,6,0,Misty/Cloudy,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Medium Demand (Typical Day),4389.0,4423.433333333333
219,2011-08-07,Fall,2011,8,0,0,0,Clear/Partly Cloudy,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Medium Demand (Typical Day),4315.142857142857,4414.933333333333
220,2011-08-08,Fall,2011,8,0,1,1,Clear/Partly Cloudy,0.765,0.703283,0.592083,0.192175,846,3480,4326,Medium Demand (Typical Day),4323.714285714285,4381.266666666666
221,2011-08-09,Fall,2011,8,0,2,1,Clear/Partly Cloudy,0.775,0.724121,0.570417,0.151121,907,3695,4602,Medium Demand (Typical Day),4289.0,4371.966666666666
222,2011-08-10,Fall,2011,8,0,3,1,Clear/Partly Cloudy,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Medium Demand (Typical Day),4461.285714285715,4395.1
223,2011-08-11,Fall,2011,8,0,4,1,Clear/Partly Cloudy,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Medium Demand (Typical Day),4492.142857142857,4412.9
224,2011-08-12,Fall,2011,8,0,5,1,Clear/Partly Cloudy,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Medium Demand (Typical Day),4497.714285714285,4431.666666666667
225,2011-08-13,Fall,2011,8,0,6,0,Misty/Cloudy,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Medium Demand (Typical Day),4477.142857142857,4400.533333333334
226,2011-08-14,Fall,2011,8,0,0,0,Misty/Cloudy,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Medium Demand (Typical Day),4482.142857142857,4343.266666666666
227,2011-08-15,Fall,2011,8,0,1,1,Clear/Partly Cloudy,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Medium Demand (Typical Day),4483.857142857143,4290.433333333333
228,2011-08-16,Fall,2011,8,0,2,1,Clear/Partly Cloudy,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Medium Demand (Typical Day),4501.428571428572,4271.2
229,2011-08-17,Fall,2011,8,0,3,1,Clear/Partly Cloudy,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Medium Demand (Typical Day),4489.142857142857,4279.066666666667
230,2011-08-18,Fall,2011,8,0,4,1,Clear/Partly Cloudy,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Medium Demand (Typical Day),4348.142857142857,4254.533333333334
231,2011-08-19,Fall,2011,8,0,5,1,Misty/Cloudy,0.685,0.633221,0.722917,0.139308,797,3356,4153,Medium Demand (Typical Day),4240.714285714285,4248.566666666667
232,2011-08-20,Fall,2011,8,0,6,0,Clear/Partly Cloudy,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Medium Demand (Typical Day),4389.428571428572,4295.466666666666
233,2011-08-21,Fall,2011,8,0,0,0,Clear/Partly Cloudy,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Medium Demand (Typical Day),4397.0,4311.666666666667
234,2011-08-22,Fall,2011,8,0,1,1,Clear/Partly Cloudy,0.691667,0.638254,0.47,0.27675,833,3925,4758,Medium Demand (Typical Day),4457.0,4360.766666666666
235,2011-08-23,Fall,2011,8,0,2,1,Clear/Partly Cloudy,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Medium Demand (Typical Day),4624.142857142857,4437.066666666667
236,2011-08-24,Fall,2011,8,0,3,1,Clear/Partly Cloudy,0.673333,0.630692,0.605,0.253108,949,4181,5130,Medium Demand (Typical Day),4686.428571428572,4480.066666666667
237,2011-08-25,Fall,2011,8,0,4,1,Misty/Cloudy,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Medium Demand (Typical Day),4648.857142857143,4445.133333333333
238,2011-08-26,Fall,2011,8,0,5,1,Clear/Partly Cloudy,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Medium Demand (Typical Day),4721.428571428572,4445.3
239,2011-08-27,Fall,2011,8,0,6,0,Misty/Cloudy,0.68,0.635556,0.85,0.375617,226,889,1115,Low Demand (Quiet Day),4139.142857142857,4336.133333333333
240,2011-08-28,Fall,2011,8,0,0,0,Clear/Partly Cloudy,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Medium Demand (Typical Day),4205.0,4352.4
241,2011-08-29,Fall,2011,8,0,1,1,Clear/Partly Cloudy,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Medium Demand (Typical Day),4187.285714285715,4357.7
242,2011-08-30,Fall,2011,8,0,2,1,Clear/Partly Cloudy,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Medium Demand (Typical Day),4088.5714285714284,4387.766666666666
243,2011-08-31,Fall,2011,8,0,3,1,Clear/Partly Cloudy,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Medium Demand (Typical Day),4078.285714285714,4414.166666666667
244,2011-09-01,Fall,2011,9,0,4,1,Clear/Partly Cloudy,0.655,0.614921,0.639167,0.141796,783,4332,5115,Medium Demand (Typical Day),4303.0,4423.166666666667
245,2011-09-02,Fall,2011,9,0,5,1,Misty/Cloudy,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Medium Demand (Typical Day),4312.428571428572,4461.6
246,2011-09-03,Fall,2011,9,0,6,0,Clear/Partly Cloudy,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Medium Demand (Typical Day),4793.714285714285,4458.533333333334
247,2011-09-04,Fall,2011,9,0,0,0,Clear/Partly Cloudy,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Medium Demand (Typical Day),4880.285714285715,4461.0
248,2011-09-05,Fall,2011,9,1,1,0,Misty/Cloudy,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Medium Demand (Typical Day),4697.0,4429.566666666667
249,2011-09-06,Fall,2011,9,0,2,1,Light Snow/Rain,0.54,0.5152,0.886957,0.343943,204,2506,2710,Low Demand (Quiet Day),4340.714285714285,4393.733333333334
250,2011-09-07,Fall,2011,9,0,3,1,Light Snow/Rain,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Low Demand (Quiet Day),3903.285714285714,4316.066666666667
251,2011-09-08,Fall,2011,9,0,4,1,Light Snow/Rain,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Low Demand (Quiet Day),3435.714285714286,4224.066666666667
252,2011-09-09,Fall,2011,9,0,5,1,Misty/Cloudy,0.65,0.578946,0.897917,0.124379,417,3127,3544,Medium Demand (Typical Day),3266.714285714286,4182.866666666667
253,2011-09-10,Fall,2011,9,0,6,0,Clear/Partly Cloudy,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Medium Demand (Typical Day),3389.714285714286,4201.3
254,2011-09-11,Fall,2011,9,0,0,0,Clear/Partly Cloudy,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Medium Demand (Typical Day),3404.8571428571427,4206.0
255,2011-09-12,Fall,2011,9,0,1,1,Clear/Partly Cloudy,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Medium Demand (Typical Day),3599.4285714285716,4224.766666666666
256,2011-09-13,Fall,2011,9,0,2,1,Clear/Partly Cloudy,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Medium Demand (Typical Day),3892.714285714286,4256.2
257,2011-09-14,Fall,2011,9,0,3,1,Clear/Partly Cloudy,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Medium Demand (Typical Day),4291.142857142857,4271.1
258,2011-09-15,Fall,2011,9,0,4,1,Misty/Cloudy,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Medium Demand (Typical Day),4550.714285714285,4235.566666666667
259,2011-09-16,Fall,2011,9,0,5,1,Misty/Cloudy,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Medium Demand (Typical Day),4724.428571428572,4237.766666666666
260,2011-09-17,Fall,2011,9,0,6,0,Misty/Cloudy,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Medium Demand (Typical Day),4605.285714285715,4261.3
261,2011-09-18,Fall,2011,9,0,0,0,Clear/Partly Cloudy,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Medium Demand (Typical Day),4495.0,4265.333333333333
262,2011-09-19,Fall,2011,9,0,1,1,Misty/Cloudy,0.549167,0.529675,0.69,0.151742,691,3848,4539,Medium Demand (Typical Day),4470.142857142857,4243.6
263,2011-09-20,Fall,2011,9,0,2,1,Misty/Cloudy,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Medium Demand (Typical Day),4309.857142857143,4235.866666666667
264,2011-09-21,Fall,2011,9,0,3,1,Misty/Cloudy,0.595,0.550533,0.9,0.0964042,539,3813,4352,Medium Demand (Typical Day),4248.0,4222.333333333333
265,2011-09-22,Fall,2011,9,0,4,1,Misty/Cloudy,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Medium Demand (Typical Day),4410.285714285715,4185.666666666667
266,2011-09-23,Winter,2011,9,0,5,1,Misty/Cloudy,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Low Demand (Quiet Day),4072.4285714285716,4094.5
267,2011-09-24,Winter,2011,9,0,6,0,Misty/Cloudy,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Medium Demand (Typical Day),4202.714285714285,4157.2
268,2011-09-25,Winter,2011,9,0,0,0,Misty/Cloudy,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Medium Demand (Typical Day),4307.857142857143,4168.833333333333
269,2011-09-26,Winter,2011,9,0,1,1,Misty/Cloudy,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Medium Demand (Typical Day),4320.857142857143,4286.0
270,2011-09-27,Winter,2011,9,0,2,1,Misty/Cloudy,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Medium Demand (Typical Day),4389.285714285715,4278.866666666667
271,2011-09-28,Winter,2011,9,0,3,1,Misty/Cloudy,0.635,0.575158,0.84875,0.148629,480,3427,3907,Medium Demand (Typical Day),4325.714285714285,4254.633333333333
272,2011-09-29,Winter,2011,9,0,4,1,Clear/Partly Cloudy,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Medium Demand (Typical Day),4332.0,4242.466666666666
273,2011-09-30,Winter,2011,9,0,5,1,Clear/Partly Cloudy,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Medium Demand (Typical Day),4733.0,4247.266666666666
274,2011-10-01,Winter,2011,10,0,6,0,Misty/Cloudy,0.41,0.412863,0.75375,0.292296,480,1949,2429,Low Demand (Quiet Day),4305.285714285715,4157.733333333334
275,2011-10-02,Winter,2011,10,0,0,0,Misty/Cloudy,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Low Demand (Quiet Day),4006.4285714285716,4097.433333333333
276,2011-10-03,Winter,2011,10,0,1,1,Misty/Cloudy,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Medium Demand (Typical Day),3855.0,4066.9666666666667
277,2011-10-04,Winter,2011,10,0,2,1,Clear/Partly Cloudy,0.484167,0.472858,0.71,0.205854,486,3970,4456,Medium Demand (Typical Day),3903.0,4050.8333333333335
278,2011-10-05,Winter,2011,10,0,3,1,Clear/Partly Cloudy,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Medium Demand (Typical Day),4034.285714285714,4100.0
279,2011-10-06,Winter,2011,10,0,4,1,Clear/Partly Cloudy,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Medium Demand (Typical Day),4023.714285714286,4168.5
280,2011-10-07,Winter,2011,10,0,5,1,Clear/Partly Cloudy,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Medium Demand (Typical Day),3992.714285714286,4268.133333333333
281,2011-10-08,Winter,2011,10,0,6,0,Clear/Partly Cloudy,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Medium Demand (Typical Day),4418.428571428572,4387.033333333334
282,2011-10-09,Winter,2011,10,0,0,0,Clear/Partly Cloudy,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Medium Demand (Typical Day),4788.857142857143,4452.6
283,2011-10-10,Winter,2011,10,1,1,0,Clear/Partly Cloudy,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Medium Demand (Typical Day),5009.857142857143,4445.0
284,2011-10-11,Winter,2011,10,0,2,1,Misty/Cloudy,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Medium Demand (Typical Day),5025.142857142857,4428.9
285,2011-10-12,Winter,2011,10,0,3,1,Light Snow/Rain,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Low Demand (Quiet Day),4680.857142857143,4352.333333333333
286,2011-10-13,Winter,2011,10,0,4,1,Misty/Cloudy,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Low Demand (Quiet Day),4416.285714285715,4290.666666666667
287,2011-10-14,Winter,2011,10,0,5,1,Misty/Cloudy,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Medium Demand (Typical Day),4224.714285714285,4252.633333333333
288,2011-10-15,Winter,2011,10,0,6,0,Clear/Partly Cloudy,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Medium Demand (Typical Day),4197.285714285715,4304.566666666667
289,2011-10-16,Winter,2011,10,0,0,0,Clear/Partly Cloudy,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Medium Demand (Typical Day),4130.142857142857,4313.933333333333
290,2011-10-17,Winter,2011,10,0,1,1,Clear/Partly Cloudy,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Medium Demand (Typical Day),4052.0,4315.9
291,2011-10-18,Winter,2011,10,0,2,1,Misty/Cloudy,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Medium Demand (Typical Day),4078.4285714285716,4331.7
292,2011-10-19,Winter,2011,10,0,3,1,Light Snow/Rain,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Low Demand (Quiet Day),4079.5714285714284,4261.2
293,2011-10-20,Winter,2011,10,0,4,1,Clear/Partly Cloudy,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Medium Demand (Typical Day),4262.714285714285,4279.666666666667
294,2011-10-21,Winter,2011,10,0,5,1,Clear/Partly Cloudy,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Medium Demand (Typical Day),4357.0,4278.066666666667
295,2011-10-22,Winter,2011,10,0,6,0,Clear/Partly Cloudy,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Medium Demand (Typical Day),4227.142857142857,4261.833333333333
296,2011-10-23,Winter,2011,10,0,0,0,Clear/Partly Cloudy,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Medium Demand (Typical Day),4132.857142857143,4328.033333333334
297,2011-10-24,Winter,2011,10,0,1,1,Clear/Partly Cloudy,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Medium Demand (Typical Day),4078.1428571428573,4286.833333333333
298,2011-10-25,Winter,2011,10,0,2,1,Clear/Partly Cloudy,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Medium Demand (Typical Day),4069.4285714285716,4276.066666666667
299,2011-10-26,Winter,2011,10,0,3,1,Misty/Cloudy,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Medium Demand (Typical Day),4279.428571428572,4251.533333333334
300,2011-10-27,Winter,2011,10,0,4,1,Misty/Cloudy,0.47,0.457046,0.812917,0.197763,240,2419,2659,Low Demand (Quiet Day),4060.0,4202.833333333333
301,2011-10-28,Winter,2011,10,0,5,1,Misty/Cloudy,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Medium Demand (Typical Day),3980.4285714285716,4197.5
302,2011-10-29,Winter,2011,10,0,6,0,Light Snow/Rain,0.254167,0.227913,0.8825,0.351371,57,570,627,Low Demand (Quiet Day),3454.5714285714284,4057.1
303,2011-10-30,Winter,2011,10,0,0,0,Clear/Partly Cloudy,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Medium Demand (Typical Day),3304.5714285714284,3994.733333333333
304,2011-10-31,Winter,2011,10,0,1,1,Clear/Partly Cloudy,0.34,0.356063,0.703333,0.10635,362,3307,3669,Medium Demand (Typical Day),3230.5714285714284,4036.0666666666666
